Date,Advertiser,Device,Clicks,Cost,Impressions,Accounts_Opened,Funded_Units
6/6/2020,Bank of America Merrill Edge,Desktop,1860,9095.249997,47052,64.08,45.81
6/6/2020,Bank of America Merrill Edge,Tablet,173,766.979999,5504,1.78,1.12
6/6/2020,Bank of America Merrill Edge,Mobile,2340,12488.73,62820,22.25,15.24
6/7/2020,Bank of America Merrill Edge,Mobile,2128,13218.65,64305,20.47,13.91
6/7/2020,Bank of America Merrill Edge,Tablet,132,748.16,5621,3.56,2.46
6/7/2020,Bank of America Merrill Edge,Desktop,1749,10513.87,48585,58.74,43.19
6/8/2020,Bank of America Merrill Edge,Desktop,5643,23756.21999,103711,153.96,112.39
6/8/2020,Bank of America Merrill Edge,Tablet,241,1066.049999,6808,11.57,8.76
6/8/2020,Bank of America Merrill Edge,Mobile,3464,21518.42999,84919,38.27,26.58
6/9/2020,Bank of America Merrill Edge,Desktop,4912,20316.22999,94194,164.65,119.58
6/9/2020,Bank of America Merrill Edge,Mobile,3570,20294.99,84222,52.51,35.34
6/9/2020,Bank of America Merrill Edge,Tablet,221,855.299999,6573,2.67,1.91
6/10/2020,Bank of America Merrill Edge,Desktop,4398,15352.76,82246,136.15,97.63
6/10/2020,Bank of America Merrill Edge,Tablet,172,735.079998,5364,0.89,0.67
6/10/2020,Bank of America Merrill Edge,Mobile,2874,13593.03,68256,52.51,35.89
6/11/2020,Bank of America Merrill Edge,Mobile,2626,11854.46999,59799,38.27,26.07
6/11/2020,Bank of America Merrill Edge,Tablet,166,577.31,4863,0.89,0.67
6/11/2020,Bank of America Merrill Edge,Desktop,4394,14173.05999,78073,146.85,107.23
6/12/2020,Bank of America Merrill Edge,Desktop,3973,14638.16999,78436,103.24,75.73
6/12/2020,Bank of America Merrill Edge,Tablet,168,777.009999,5344,1.78,1.34
6/12/2020,Bank of America Merrill Edge,Mobile,2744,15172.87,66785,33.82,23.46
6/13/2020,Bank of America Merrill Edge,Mobile,1971,12764.74,57996,9.79,6.84
6/13/2020,Bank of America Merrill Edge,Tablet,108,481.59,4887,1.78,1.35
6/13/2020,Bank of America Merrill Edge,Desktop,1691,9200.389997,45483,32.93,23.42
6/14/2020,Bank of America Merrill Edge,Desktop,1607,10800.84999,49624,53.4,38.27
6/14/2020,Bank of America Merrill Edge,Tablet,121,591,4410,1.78,1.35
6/14/2020,Bank of America Merrill Edge,Mobile,1992,14873.33999,62279,30.26,20.87
6/15/2020,Bank of America Merrill Edge,Mobile,2949,20928.63999,81232,37.38,25.81
6/15/2020,Bank of America Merrill Edge,Tablet,179,860.939996,6135,0.89,0.67
6/15/2020,Bank of America Merrill Edge,Desktop,4236,19698.38,98676,108.58,78.42
6/16/2020,Bank of America Merrill Edge,Desktop,4369,19815.96999,99142,110.36,80.51
6/16/2020,Bank of America Merrill Edge,Tablet,185,653.769999,6347,1.78,1.34
6/16/2020,Bank of America Merrill Edge,Mobile,3088,20340,83592,50.73,35.29
6/17/2020,Bank of America Merrill Edge,Tablet,141,562.79,4627,0.89,0.67
6/17/2020,Bank of America Merrill Edge,Desktop,3590,14200.65,80953,114.8,83.96
6/17/2020,Bank of America Merrill Edge,Mobile,2405,12940.11999,62403,38.27,26.72
6/18/2020,Bank of America Merrill Edge,Mobile,2357,12893.23,58651,19.58,13.35
6/18/2020,Bank of America Merrill Edge,Desktop,3234,12470.21999,69618,90.78,66.25
6/18/2020,Bank of America Merrill Edge,Tablet,131,561.59,4171,0,0
6/19/2020,Bank of America Merrill Edge,Tablet,130,836.69,4761,0.89,0.56
6/19/2020,Bank of America Merrill Edge,Desktop,3294,15945.82999,75519,81.88,59.51
6/19/2020,Bank of America Merrill Edge,Mobile,2336,16767.25999,69090,28.48,19.12
6/20/2020,Bank of America Merrill Edge,Desktop,1445,10922.83,45439,38.27,27.47
6/20/2020,Bank of America Merrill Edge,Tablet,92,558.969999,4693,3.56,2.69
6/20/2020,Bank of America Merrill Edge,Mobile,1880,15109.59,58798,23.14,15.25
6/21/2020,Bank of America Merrill Edge,Mobile,1801,16945.58,66070,31.15,23.8
6/21/2020,Bank of America Merrill Edge,Tablet,82,768.19,4692,1.78,1.35
6/21/2020,Bank of America Merrill Edge,Desktop,1327,9769.869995,47093,30.26,21.25
6/22/2020,Bank of America Merrill Edge,Desktop,3829,23460.64999,98105,89.88,65.15
6/22/2020,Bank of America Merrill Edge,Tablet,180,924.869998,5574,3.56,2.58
6/22/2020,Bank of America Merrill Edge,Mobile,2608,24733.52,82030,29.37,20.42
6/23/2020,Bank of America Merrill Edge,Tablet,188,1075.8,5748,0.89,0.67
6/23/2020,Bank of America Merrill Edge,Desktop,3899,22377.16,95431,125.49,91.38
6/23/2020,Bank of America Merrill Edge,Mobile,2799,23800.07,85064,27.59,19.31
6/24/2020,Bank of America Merrill Edge,Mobile,2459,18066.78,68848,34.71,23.89
6/24/2020,Bank of America Merrill Edge,Desktop,3377,15807.07999,74502,111.24,80.21
6/24/2020,Bank of America Merrill Edge,Tablet,176,832.84,4726,2.67,1.9
6/25/2020,Bank of America Merrill Edge,Mobile,2458,17286.66,69581,33.82,23.08
6/25/2020,Bank of America Merrill Edge,Tablet,173,787.799999,4853,0.89,0.67
6/25/2020,Bank of America Merrill Edge,Desktop,3191,13364.78999,68257,110.36,79.55
6/26/2020,Bank of America Merrill Edge,Desktop,3031,15330.09,66854,89.89,65.33
6/26/2020,Bank of America Merrill Edge,Tablet,136,722.629999,4251,1.78,1.35
6/26/2020,Bank of America Merrill Edge,Mobile,2294,15987.53999,62473,32.04,22.47
6/27/2020,Bank of America Merrill Edge,Desktop,1369,10403.07,45759,34.71,25.24
6/27/2020,Bank of America Merrill Edge,Mobile,1895,16188.52,62078,15.13,10.21
6/27/2020,Bank of America Merrill Edge,Tablet,87,534.63,4579,1.78,1.23
6/28/2020,Bank of America Merrill Edge,Mobile,1967,19651.8,73411,22.25,15.14
6/28/2020,Bank of America Merrill Edge,Tablet,85,723.99,5150,2.67,2.02
6/28/2020,Bank of America Merrill Edge,Desktop,1389,12202.94,53338,33.82,24.34
6/29/2020,Bank of America Merrill Edge,Desktop,3646,24233.15,99058,83.66,61.19
6/29/2020,Bank of America Merrill Edge,Tablet,184,1156.59,5775,2.67,1.98
6/29/2020,Bank of America Merrill Edge,Mobile,2729,25587.33,86863,35.6,24.13
6/30/2020,Bank of America Merrill Edge,Mobile,2358,15381.87,62382,18.69,13.01
6/30/2020,Bank of America Merrill Edge,Tablet,136,551.49,3952,2.67,1.9
6/30/2020,Bank of America Merrill Edge,Desktop,3298,14174.67999,72079,78.32,56.59
7/1/2020,Bank of America Merrill Edge,Desktop,3025,15728.91999,75069,91.67,66.8
7/1/2020,Bank of America Merrill Edge,Mobile,2449,16121.33,65106,19.58,13.24
7/1/2020,Bank of America Merrill Edge,Tablet,174,736.339999,4174,1.78,1.34
7/2/2020,Bank of America Merrill Edge,Tablet,150,771.06,4913,3.56,2.66
7/2/2020,Bank of America Merrill Edge,Mobile,2509,19243.64999,77064,43.61,29.84
7/2/2020,Bank of America Merrill Edge,Desktop,2944,16451.63999,78411,53.4,39.05
7/3/2020,Bank of America Merrill Edge,Desktop,1531,11458.24,48636,55.18,40.08
7/3/2020,Bank of America Merrill Edge,Mobile,1816,14087.48,57171,11.57,7.96
7/3/2020,Bank of America Merrill Edge,Tablet,104,671.439998,3824,2.67,1.9
7/4/2020,Bank of America Merrill Edge,Tablet,61,339.069999,3315,0.89,0.67
7/4/2020,Bank of America Merrill Edge,Desktop,888,7496.229995,34058,29.37,20.43
7/4/2020,Bank of America Merrill Edge,Mobile,1218,8796.669999,44527,8.9,6.29
7/5/2020,Bank of America Merrill Edge,Tablet,63,466.319999,4422,1.78,1.34
7/5/2020,Bank of America Merrill Edge,Mobile,1799,18018.62,65556,11.57,7.39
7/5/2020,Bank of America Merrill Edge,Desktop,1203,13293.61,53857,36.49,25.68
7/6/2020,Bank of America Merrill Edge,Mobile,3094,29386.62999,101738,24.03,16.49
7/6/2020,Bank of America Merrill Edge,Desktop,3761,30614.91999,114285,119.26,86.25
7/6/2020,Bank of America Merrill Edge,Tablet,174,1231.209999,6467,0.89,0.67
7/7/2020,Bank of America Merrill Edge,Desktop,3002,17586.46999,81899,99.68,72.82
7/7/2020,Bank of America Merrill Edge,Mobile,2576,16895.36999,68458,17.8,11.99
7/7/2020,Bank of America Merrill Edge,Tablet,137,648,4753,5.34,3.97
7/8/2020,Bank of America Merrill Edge,Tablet,161,882.08,4565,0.89,0.56
7/8/2020,Bank of America Merrill Edge,Mobile,2499,14843.69,67847,30.26,20.64
7/8/2020,Bank of America Merrill Edge,Desktop,3133,15956.74999,82630,105.01,76.61
7/9/2020,Bank of America Merrill Edge,Desktop,3290,16594.38,81631,94.34,69.5
7/9/2020,Bank of America Merrill Edge,Mobile,2731,17235.77,71633,32.04,21.42
7/9/2020,Bank of America Merrill Edge,Tablet,131,708.679999,4799,4.45,3.03
7/10/2020,Bank of America Merrill Edge,Desktop,3493,16429.52999,76933,131.72,96.55
7/10/2020,Bank of America Merrill Edge,Tablet,156,854.78,4568,5.34,3.93
7/10/2020,Bank of America Merrill Edge,Mobile,2658,17121.36,69753,38.27,26.34
7/11/2020,Bank of America Merrill Edge,Mobile,1986,12873.2,56532,26.7,18.74
7/11/2020,Bank of America Merrill Edge,Tablet,77,278.73,3837,0,0
7/11/2020,Bank of America Merrill Edge,Desktop,1764,10561.36999,48856,38.27,27.88
7/12/2020,Bank of America Merrill Edge,Desktop,1748,12747.68999,56363,64.97,46.85
7/12/2020,Bank of America Merrill Edge,Tablet,83,453.72,4210,1.78,1.34
7/12/2020,Bank of America Merrill Edge,Mobile,2093,15162.56,66556,34.71,23.68
7/13/2020,Bank of America Merrill Edge,Desktop,4365,24722.92999,100844,151.3,108.4
7/13/2020,Bank of America Merrill Edge,Mobile,3201,22670.36999,82254,47.17,32.19
7/13/2020,Bank of America Merrill Edge,Tablet,170,826.79,5152,1.78,1.34
7/14/2020,Bank of America Merrill Edge,Tablet,207,1022.189998,4703,4.45,3.36
7/14/2020,Bank of America Merrill Edge,Desktop,4066,19392.47999,87672,177.99,128.54
7/14/2020,Bank of America Merrill Edge,Mobile,2784,18046.78,71104,22.25,15.72
7/15/2020,Bank of America Merrill Edge,Tablet,182,753.389998,4308,2.67,1.79
7/15/2020,Bank of America Merrill Edge,Desktop,4442,18051.02,84390,186.01,134.03
7/15/2020,Bank of America Merrill Edge,Mobile,2668,15319.86,63780,50.73,35.02
7/16/2020,Bank of America Merrill Edge,Mobile,2213,11764.46,50747,30.26,21.08
7/16/2020,Bank of America Merrill Edge,Desktop,3381,13150.92,60413,110.36,80.88
7/16/2020,Bank of America Merrill Edge,Tablet,147,495.99,3564,0.89,0.67
7/17/2020,Bank of America Merrill Edge,Mobile,2212,13669.51999,54717,20.47,14.25
7/17/2020,Bank of America Merrill Edge,Tablet,144,616.069999,3712,0.89,0.56
7/17/2020,Bank of America Merrill Edge,Desktop,3217,13806.17999,61571,83.66,60.78
7/18/2020,Bank of America Merrill Edge,Mobile,1742,11987.36,48482,15.13,10.44
7/18/2020,Bank of America Merrill Edge,Desktop,1444,8613.789994,43379,39.16,28.48
7/18/2020,Bank of America Merrill Edge,Tablet,96,500.959999,3090,0.89,0.56
7/19/2020,Bank of America Merrill Edge,Desktop,1484,10507.59,55499,45.39,32.27
7/19/2020,Bank of America Merrill Edge,Tablet,75,517.909999,3880,0,0
7/19/2020,Bank of America Merrill Edge,Mobile,2067,16315.75,63554,15.13,10.43
7/20/2020,Bank of America Merrill Edge,Mobile,2861,21426.80999,77099,28.48,20.44
7/20/2020,Bank of America Merrill Edge,Tablet,177,830.439999,5085,0.89,0.67
7/20/2020,Bank of America Merrill Edge,Desktop,4134,22251.94999,95750,110.35,79.19
7/21/2020,Bank of America Merrill Edge,Desktop,4112,18732.52999,81551,116.59,85.16
7/21/2020,Bank of America Merrill Edge,Mobile,2697,15961.05,66361,31.15,21.78
7/21/2020,Bank of America Merrill Edge,Tablet,156,385.239999,4177,6.23,4.67
7/22/2020,Bank of America Merrill Edge,Mobile,2402,13918.48,57068,31.15,21.55
7/22/2020,Bank of America Merrill Edge,Desktop,3860,15225.95999,69551,104.13,75.09
7/22/2020,Bank of America Merrill Edge,Tablet,172,669.809998,3898,3.56,2.46
7/23/2020,Bank of America Merrill Edge,Mobile,2275,11354.04,53369,34.71,24.13
7/23/2020,Bank of America Merrill Edge,Tablet,135,540.34,3588,0.89,0.56
7/23/2020,Bank of America Merrill Edge,Desktop,3561,12781.90999,63906,95.23,69.4
7/24/2020,Bank of America Merrill Edge,Mobile,2261,13609.58999,56418,32.04,21.88
7/24/2020,Bank of America Merrill Edge,Tablet,123,530.34,4037,4.45,2.91
7/24/2020,Bank of America Merrill Edge,Desktop,3426,13549.50999,71634,99.68,73.17
7/25/2020,Bank of America Merrill Edge,Desktop,1515,8288.509995,49420,37.38,27.21
7/25/2020,Bank of America Merrill Edge,Tablet,70,362.72,3048,0,0
7/25/2020,Bank of America Merrill Edge,Mobile,1678,10775.7,46342,26.7,17.7
7/26/2020,Bank of America Merrill Edge,Mobile,1897,14360.21,59323,22.25,15.15
7/26/2020,Bank of America Merrill Edge,Desktop,1604,12017.05,56066,44.5,32.04
7/26/2020,Bank of America Merrill Edge,Tablet,85,603.669999,3990,0,0
7/27/2020,Bank of America Merrill Edge,Mobile,3056,24453.55999,88266,27.59,18.81
7/27/2020,Bank of America Merrill Edge,Desktop,4173,24798.00999,106348,111.25,81.01
7/27/2020,Bank of America Merrill Edge,Tablet,188,969.49,5631,4.45,3.37
7/28/2020,Bank of America Merrill Edge,Desktop,3802,17102.88999,79623,105.9,76.56
7/28/2020,Bank of America Merrill Edge,Tablet,162,543.529999,4381,2.67,1.79
7/28/2020,Bank of America Merrill Edge,Mobile,2993,19138.95,71152,43.61,30.3
7/29/2020,Bank of America Merrill Edge,Desktop,3883,14016.29999,69198,105.02,76.04
7/29/2020,Bank of America Merrill Edge,Mobile,2610,12714.78999,58744,28.48,19.28
7/29/2020,Bank of America Merrill Edge,Tablet,154,476.4,3966,6.23,4.61
7/30/2020,Bank of America Merrill Edge,Mobile,2385,11014.1,51705,33.82,23.85
7/30/2020,Bank of America Merrill Edge,Desktop,3703,12650.51999,59993,92.56,66.84
7/30/2020,Bank of America Merrill Edge,Tablet,140,556.509999,3493,1.78,1.35
7/31/2020,Bank of America Merrill Edge,Tablet,162,467.199999,3219,0.89,0.67
7/31/2020,Bank of America Merrill Edge,Desktop,3491,9839.279995,52330,89,65.54
7/31/2020,Bank of America Merrill Edge,Mobile,1871,7666.599993,42271,17.8,11.99
8/1/2020,Bank of America Merrill Edge,Mobile,1761,10459.89,47956,6.23,4.49
8/1/2020,Bank of America Merrill Edge,Desktop,1571,8042.199993,39190,49.84,35.67
8/1/2020,Bank of America Merrill Edge,Tablet,90,459.589998,3188,0.89,0.67
8/2/2020,Bank of America Merrill Edge,Desktop,1613,11266.56999,48420,72.09,51.22
8/2/2020,Bank of America Merrill Edge,Tablet,99,506.479998,4141,0,0
8/2/2020,Bank of America Merrill Edge,Mobile,2122,16359.35999,64101,22.25,14.92
8/3/2020,Bank of America Merrill Edge,Mobile,2793,17706.73999,68289,21.36,14.81
8/3/2020,Bank of America Merrill Edge,Desktop,4369,19080.60999,82801,133.5,98.06
8/3/2020,Bank of America Merrill Edge,Tablet,214,905.599999,4371,4.45,3.25
8/4/2020,Bank of America Merrill Edge,Desktop,4210,17435.51999,78207,128.16,93.7
8/4/2020,Bank of America Merrill Edge,Mobile,2988,18197.79999,69420,25.81,17.15
8/4/2020,Bank of America Merrill Edge,Tablet,199,699.969998,4194,0.89,0.56
8/5/2020,Bank of America Merrill Edge,Tablet,194,570.979999,4741,4.45,3.13
8/5/2020,Bank of America Merrill Edge,Mobile,2564,13607.00999,59647,27.59,18.72
8/5/2020,Bank of America Merrill Edge,Desktop,3978,13464.34999,69325,114.81,83.91
8/6/2020,Bank of America Merrill Edge,Mobile,2754,14493.52999,63336,44.5,29.94
8/6/2020,Bank of America Merrill Edge,Tablet,169,727.25,4325,1.78,1.23
8/6/2020,Bank of America Merrill Edge,Desktop,4241,14352.32,70829,105.91,77.25
8/7/2020,Bank of America Merrill Edge,Mobile,2134,10205.08,47309,18.69,13.24
8/7/2020,Bank of America Merrill Edge,Tablet,172,460.98,3523,0.89,0.56
8/7/2020,Bank of America Merrill Edge,Desktop,3501,10219.05999,54057,106.8,77.97
8/8/2020,Bank of America Merrill Edge,Desktop,1429,6053.849993,33686,44.5,32.74
8/8/2020,Bank of America Merrill Edge,Tablet,96,544.01,3089,0.89,0.67
8/8/2020,Bank of America Merrill Edge,Mobile,1711,9263.939997,43713,22.25,14.45
8/9/2020,Bank of America Merrill Edge,Tablet,97,638.65,3523,0.89,0.67
8/9/2020,Bank of America Merrill Edge,Mobile,1986,14976.93999,56952,23.14,15.78
8/9/2020,Bank of America Merrill Edge,Desktop,1455,8464.599994,40439,54.29,39.82
8/10/2020,Bank of America Merrill Edge,Desktop,4331,18321.34999,84092,107.69,78.82
8/10/2020,Bank of America Merrill Edge,Mobile,3022,18851.57999,74782,37.38,25.81
8/10/2020,Bank of America Merrill Edge,Tablet,228,1207.34,5179,3.56,2.69
8/11/2020,Bank of America Merrill Edge,Desktop,5580,16896.89999,78084,90.78,65.99
8/11/2020,Bank of America Merrill Edge,Tablet,234,968.509997,5126,0.89,0.67
8/11/2020,Bank of America Merrill Edge,Mobile,3170,16720.6,68869,28.48,19.53
8/12/2020,Bank of America Merrill Edge,Desktop,4180,13824.21999,68989,95.23,70.22
8/12/2020,Bank of America Merrill Edge,Mobile,2397,13250.50999,58345,35.6,24.65
8/12/2020,Bank of America Merrill Edge,Tablet,199,588.9,4975,1.78,1.34
8/13/2020,Bank of America Merrill Edge,Tablet,164,592.949999,4750,3.56,2.69
8/13/2020,Bank of America Merrill Edge,Mobile,2358,13715.04,58604,21.36,14.58
8/13/2020,Bank of America Merrill Edge,Desktop,3652,14787.78999,69594,91.67,66.7
8/14/2020,Bank of America Merrill Edge,Desktop,3743,21419.30999,90747,102.35,73.82
8/14/2020,Bank of America Merrill Edge,Mobile,2782,24453.82,76454,32.04,22.72
8/14/2020,Bank of America Merrill Edge,Tablet,182,1034.289999,5205,3.56,2.58
8/15/2020,Bank of America Merrill Edge,Desktop,1697,11945.69999,57429,48.95,35.48
8/15/2020,Bank of America Merrill Edge,Tablet,140,1163.259998,5170,2.67,1.91
8/15/2020,Bank of America Merrill Edge,Mobile,2428,23878.25,74087,18.69,12.21
8/16/2020,Bank of America Merrill Edge,Mobile,2307,22300.78999,73994,24.03,16.03
8/16/2020,Bank of America Merrill Edge,Tablet,112,1287.919998,4882,0,0
8/16/2020,Bank of America Merrill Edge,Desktop,1753,14591.46999,60707,51.62,36.93
8/17/2020,Bank of America Merrill Edge,Desktop,4557,29623.63998,119324,135.28,97.57
8/17/2020,Bank of America Merrill Edge,Tablet,239,1380.829999,6327,2.67,2.01
8/17/2020,Bank of America Merrill Edge,Mobile,3420,32893.71999,95581,40.94,27.71
8/18/2020,Bank of America Merrill Edge,Mobile,3388,29034.1,92472,36.49,25.1
8/18/2020,Bank of America Merrill Edge,Desktop,4101,23545.70999,107268,107.69,78.67
8/18/2020,Bank of America Merrill Edge,Tablet,222,1335.719998,6040,1.78,1.34
8/19/2020,Bank of America Merrill Edge,Desktop,3968,22340.06999,101285,96.12,68.89
8/19/2020,Bank of America Merrill Edge,Tablet,197,1039.88,6100,1.78,1.23
8/19/2020,Bank of America Merrill Edge,Mobile,3372,26963.1,91491,46.28,31.3
8/20/2020,Bank of America Merrill Edge,Mobile,3222,25214.96999,85369,37.38,25.92
8/20/2020,Bank of America Merrill Edge,Tablet,180,1098.259998,5158,0.89,0.67
8/20/2020,Bank of America Merrill Edge,Desktop,3910,20850.32999,92679,119.26,85.58
8/21/2020,Bank of America Merrill Edge,Desktop,3670,17895.54999,77667,88.11,63.54
8/21/2020,Bank of America Merrill Edge,Tablet,165,954.12,4524,1.78,1.34
8/21/2020,Bank of America Merrill Edge,Mobile,2857,20643.98999,73843,35.6,26.68
8/22/2020,Bank of America Merrill Edge,Mobile,2404,21992.66,73404,15.13,9.86
8/22/2020,Bank of America Merrill Edge,Tablet,114,990.179999,4365,0,0
8/22/2020,Bank of America Merrill Edge,Desktop,1675,12586.44,53295,56.96,41.15
8/23/2020,Bank of America Merrill Edge,Desktop,1640,15748.41999,59439,42.72,30.24
8/23/2020,Bank of America Merrill Edge,Tablet,102,726.53,4636,0.89,0.67
8/23/2020,Bank of America Merrill Edge,Mobile,2617,27022.12999,82902,20.47,13.11
8/24/2020,Bank of America Merrill Edge,Mobile,3588,34215.19999,101172,32.04,21.08
8/24/2020,Bank of America Merrill Edge,Desktop,4635,32596.61999,117822,110.36,79.34
8/24/2020,Bank of America Merrill Edge,Tablet,219,1253.27,5972,2.67,2.01
8/25/2020,Bank of America Merrill Edge,Desktop,4132,24647.51,101280,121.04,88.9
8/25/2020,Bank of America Merrill Edge,Tablet,204,994.54,4793,2.67,1.87
8/25/2020,Bank of America Merrill Edge,Mobile,3417,27035.6,92069,31.15,21.78
8/26/2020,Bank of America Merrill Edge,Mobile,3329,25232.77,86636,28.48,20.82
8/26/2020,Bank of America Merrill Edge,Desktop,4160,23001.42999,98082,122.82,88.23
8/26/2020,Bank of America Merrill Edge,Tablet,203,717.589998,4598,3.56,2.69
8/27/2020,Bank of America Merrill Edge,Tablet,207,659.17,4283,0.89,0.67
8/27/2020,Bank of America Merrill Edge,Desktop,4182,21368.95999,91086,120.15,88.5
8/27/2020,Bank of America Merrill Edge,Mobile,3097,21319.31999,79780,30.26,20.41
8/28/2020,Bank of America Merrill Edge,Desktop,3813,17943.64999,78641,105.91,76.37
8/28/2020,Bank of America Merrill Edge,Mobile,2801,19744.69999,72254,27.59,22.01
8/28/2020,Bank of America Merrill Edge,Tablet,216,869.359999,4167,3.56,2.46
8/29/2020,Bank of America Merrill Edge,Desktop,1805,13009.49999,51509,55.18,40.13
8/29/2020,Bank of America Merrill Edge,Tablet,94,436.929997,3692,1.78,1.35
8/29/2020,Bank of America Merrill Edge,Mobile,2454,19383.19999,70260,29.37,20.08
8/30/2020,Bank of America Merrill Edge,Mobile,2985,30451.56999,90661,39.16,26.68
8/30/2020,Bank of America Merrill Edge,Tablet,140,1302.049997,4443,0.89,0.67
8/30/2020,Bank of America Merrill Edge,Desktop,1944,18630.72,62648,90.78,64.74
8/31/2020,Bank of America Merrill Edge,Desktop,5379,33819.44999,124940,184.2,133.84
8/31/2020,Bank of America Merrill Edge,Tablet,234,1177.14,5343,3.56,2.35
8/31/2020,Bank of America Merrill Edge,Mobile,4778,43046.04999,110911,67.63,45.63
9/1/2020,Bank of America Merrill Edge,Mobile,3869,26988.71999,92348,26.7,18.51
9/1/2020,Bank of America Merrill Edge,Desktop,4737,24656.55999,101517,150.41,108.72
9/1/2020,Bank of America Merrill Edge,Tablet,211,819.429998,4525,0,0
9/2/2020,Bank of America Merrill Edge,Desktop,4706,22510.66999,98982,134.39,99.46
9/2/2020,Bank of America Merrill Edge,Mobile,3910,25298.5,92725,47.17,33.5
9/2/2020,Bank of America Merrill Edge,Tablet,253,811.089999,5137,5.34,4.03
9/3/2020,Bank of America Merrill Edge,Mobile,4567,25159.42,91377,35.6,24.35
9/3/2020,Bank of America Merrill Edge,Desktop,6790,23016.71999,112557,127.27,92.71
9/3/2020,Bank of America Merrill Edge,Tablet,287,819.439998,5004,6.23,4.25
9/4/2020,Bank of America Merrill Edge,Tablet,193,1011.469999,5026,1.78,1.23
9/4/2020,Bank of America Merrill Edge,Desktop,3942,20152.76999,95972,113.92,82.26
9/4/2020,Bank of America Merrill Edge,Mobile,3132,23889.55999,83503,24.92,16.69
9/5/2020,Bank of America Merrill Edge,Tablet,87,407.45,3741,0.89,0.56
9/5/2020,Bank of America Merrill Edge,Desktop,1392,9606.129995,45210,38.27,27.45
9/5/2020,Bank of America Merrill Edge,Mobile,2156,17784.39999,60510,29.37,19.86
9/6/2020,Bank of America Merrill Edge,Mobile,2414,23185.37,69541,23.14,15.36
9/6/2020,Bank of America Merrill Edge,Tablet,94,800.25,4045,0,0
9/6/2020,Bank of America Merrill Edge,Desktop,1313,12141.43,45213,46.28,33.24
9/7/2020,Bank of America Merrill Edge,Mobile,2474,28561.92,82172,16.91,11.32
9/7/2020,Bank of America Merrill Edge,Desktop,1651,17551.19999,59250,50.73,35.47
9/7/2020,Bank of America Merrill Edge,Tablet,104,1136.86,4645,0.89,0.67
9/8/2020,Bank of America Merrill Edge,Desktop,3879,26827.57999,108159,99.68,71.85
9/8/2020,Bank of America Merrill Edge,Tablet,204,1297.45,5693,3.56,2.46
9/8/2020,Bank of America Merrill Edge,Mobile,3659,32712.57999,101975,32.93,22.42
9/9/2020,Bank of America Merrill Edge,Mobile,3384,27859.88999,88980,27.59,18.26
9/9/2020,Bank of America Merrill Edge,Desktop,3996,23144.31999,115283,105.91,77.03
9/9/2020,Bank of America Merrill Edge,Tablet,198,984.959999,8641,0.89,0.56
9/10/2020,Bank of America Merrill Edge,Tablet,199,1013.339998,10405,3.56,2.35
9/10/2020,Bank of America Merrill Edge,Desktop,3778,21813.04999,152582,92.56,66.3
9/10/2020,Bank of America Merrill Edge,Mobile,2988,23953.08999,91244,36.49,25.39
9/11/2020,Bank of America Merrill Edge,Tablet,200,947.059999,12882,3.56,2.57
9/11/2020,Bank of America Merrill Edge,Desktop,3202,18057.20999,134307,87.22,63.17
9/11/2020,Bank of America Merrill Edge,Mobile,2559,20028.1,82419,28.48,19.39
9/12/2020,Bank of America Merrill Edge,Mobile,1710,13889.14999,52199,26.7,17.6
9/12/2020,Bank of America Merrill Edge,Tablet,87,548.69,6282,0,0
9/12/2020,Bank of America Merrill Edge,Desktop,1329,9908.069987,53502,25.81,17.98
9/13/2020,Bank of America Merrill Edge,Mobile,2319,24264.24,73219,21.36,14.46
9/13/2020,Bank of America Merrill Edge,Tablet,108,874.559999,5513,2.67,1.79
9/13/2020,Bank of America Merrill Edge,Desktop,1383,14584.57999,54288,37.38,26.69
9/14/2020,Bank of America Merrill Edge,Mobile,3037,33342.61999,90425,34.71,24.07
9/14/2020,Bank of America Merrill Edge,Desktop,3667,30422.47999,102284,105.91,77.61
9/14/2020,Bank of America Merrill Edge,Tablet,196,1548.629998,5885,0,0
9/15/2020,Bank of America Merrill Edge,Mobile,2835,25401.65999,85929,26.7,18.71
9/15/2020,Bank of America Merrill Edge,Desktop,3396,20438.14,91559,102.35,74.25
9/15/2020,Bank of America Merrill Edge,Tablet,171,766.53,7984,0,0
9/16/2020,Bank of America Merrill Edge,Desktop,3382,20208.25999,105823,102.35,73.52
9/16/2020,Bank of America Merrill Edge,Mobile,3066,24777.76,95535,31.15,21.1
9/16/2020,Bank of America Merrill Edge,Tablet,225,1281.979998,16110,1.78,1.34
9/17/2020,Bank of America Merrill Edge,Tablet,234,1481.919999,12540,2.67,1.9
9/17/2020,Bank of America Merrill Edge,Mobile,3611,28584.77999,112441,21.36,15.26
9/17/2020,Bank of America Merrill Edge,Desktop,3127,19803.71999,108200,92.56,67.36
9/18/2020,Bank of America Merrill Edge,Desktop,3041,17763.95,86856,74.76,54.47
9/18/2020,Bank of America Merrill Edge,Tablet,183,1042.499998,7995,1.78,1.23
9/18/2020,Bank of America Merrill Edge,Mobile,2793,22222.06,90038,31.15,20.94
9/19/2020,Bank of America Merrill Edge,Tablet,125,960.719999,4840,0.89,0.67
9/19/2020,Bank of America Merrill Edge,Desktop,1326,11260.52,46677,37.38,27.32
9/19/2020,Bank of America Merrill Edge,Mobile,2143,19903.2,69601,17.8,11.54
